"fips","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"27021",45.5,0.00158907554220654,28633,14.1644597561688,2,0.984375,123.5,12.1388888888889,42.2,77.197215349,10442.998663,420.40013624,15.306334798,7.0953436807,3.4488350515,11.9,19,30.8,8.2,3220,17.34724501,8.2940142474,12,6775,0.3273,0.333,0.5107,0.4241,0.3142,0.2066,0.7485,0.9058,0.3327,0.5559,0.5473,0.2818,0.518,0.1133,0.2732,0.3343,0.3922,0.6224,0.4877,0.2327
"27023",109,0.00898894936500082,12126,20.8670192477469,1,1,138,17.4444444444444,44.5,79.638482354,5339.7146065,291.51522007,13.217914998,4.6753246753,3.1350720081,10.6,8,33.9,8.8,1120,20.0706898,6.226596769,10,3663,0.2149,0.1474,0.192,0.0411,0.2646,0.2923,0.404,0.7469,0.5597,0.3133,0.2897,0.5957,0.383,0.7829,0.1891,0.8762,0.0805,0.1442,0.1907,0.5552
"27025",157,0.00290520160618789,54041,130.247753135022,1,0.972868217054264,123.5,13.2777777777778,43.05,80.531067047,4892.5113787,273.15307741,10.904841122,6.8956994563,2.6115796285,9,16,29,9.2,3670,25.118675089,4.1705604938,24,6564,0.0828,0.0627,0.0204,0.3018,0.1404,0.0618,0.1035,0.1818,0.6453,0.1713,0.3397,0.1694,0.2073,0.2194,0.3464,0.7303,0.1691,0.2235,0.3986,0.7141
"27027",712,0.0115957134946744,61402,58.7411827601945,39,0.973076923076923,122.5,14.8055555555556,37.1,80.219870551,5389.0055454,297.5217864,11.946171046,6.8573340023,2.8924749684,7,30,28.1,8.7,6040,24.586271939,4.8244443597,14,7273,0.2006,0.1172,0.2576,0.0818,0.298,0.0427,0.0634,0.1165,0.6294,0.0611,0.3518,0.4072,0.3887,0.4534,0.7202,0.9774,0.1229,0.404,0.5645,0.8621
"27033",160.5,0.0138876871160336,11557,18.0594079061074,0,1,123.5,15.8888888888889,46.4,81.493465032,5006.8366408,260.31384643,13.886477283,6.4423076923,3.1678673524,15.1,9,35.2,7.5,1200,18.174313554,6.0803727432,8,3790,0.468,0.3225,0.5189,0.2254,0.3754,0.3085,0.6654,0.8698,0.674,0.3709,0.3177,0.5848,0.4218,0.7284,0.4702,0.7542,0.0223,0.694,0.4187,0.5938
"27035",209.5,0.00330853903128504,63321,63.4239686274839,13,1,128.5,14.2222222222222,42.8,79.902254994,6001.8396254,299.4825473,12.269786509,5.6887444128,2.9560854244,9.6,12,29.5,8.7,6050,20.190485834,5.1908058932,68,6249,0.1404,0.0933,0.1678,0.1754,0.1888,0.0732,0.6584,0.7991,0.4505,0.361,0.6106,0.0866,0.1293,0.1366,0.2623,0.781,0.2709,0.1149,0.5645,0.3085
"27037",3506,0.00852207816199241,411402,731.461703600009,102,0.942748091603053,121.5,14.8055555555556,43.1,82.367580186,4288.1279281,219.627252,9.9884924133,6.5794873198,2.8967273149,7.6,410,28.5,8.9,30470,21.355338704,3.9094864432,279,5740,0.1121,0.0169,0.0427,0.1888,0.0353,0.0325,0.1754,0.0933,0.8201,0.0299,0.582,0.7068,0.5673,0.7794,0.1484,0.9688,0.0844,0.3505,0.234,0.0694
"27039",114,0.00559893914837189,20361,46.351075728977,0,0.975510204081633,117,14,41.8,80.744494676,5116.1467609,268.97406683,10.656724626,5.1955633392,2.7116635727,10.6,5,36.9,9.4,1320,21.625119188,4.3848278194,12,4728,0.0532,0.0178,0.0306,0.0911,0.1388,0.0465,0.327,0.148,0.9312,0.0178,0.7004,0.3537,0.269,0.4881,0.0567,0.7386,0.1964,0.2537,0.0621,0.0895
"27041",126,0.00341815419673376,36862,57.8639084981647,0,1,127,14.8888888888889,44.2,80.390636507,5697.8416727,280.93539167,12.751944701,6.3670411985,2.8703900397,8.9,14,32.8,8.5,3120,20.069675338,3.9396652662,44,6363,0.0417,0.0283,0.0872,0.148,0.106,0.0293,0.1872,0.8424,0.3263,0.2429,0.141,0.0627,0.0665,0.1468,0.2034,0.8841,0.2302,0.0665,0.3473,0.3528
"27043",80,0.00566612366314895,14119,19.8168373498246,0,1,126,15.6111111111111,46.8,78.309349454,7799.2114345,368.87618552,12.407293091,5.5924170616,3.0055875977,8.5,5,32.7,8.5,1270,18.513767492,6.3190242966,8,7948,0.1821,0.1805,0.3002,0.0818,0.2378,0.2837,0.3531,0.8723,0.3754,0.2429,0.3435,0.4164,0.2999,0.5568,0.2038,0.7243,0.0408,0.1137,0.4358,0.5664
"27045",55.5,0.00265842793504814,20877,24.2392048666194,0,0.973076923076923,122.5,14.3888888888889,45.45,80.83806969,5634.5900944,257.33225176,11.07118534,4.6239554318,2.9954060504,8.6,7,28.6,9,1850,20.405263436,7.3027233578,7,4983,0.2381,0.1745,0.2732,0.1067,0.2652,0.2416,0.4113,0.773,0.7036,0.192,0.2537,0.3037,0.0287,0.6501,0.4167,0.6514,0.1751,0.4199,0.6587,0.4667
"27047",354,0.0115118207537966,30751,43.4897116932903,1,1,128.5,15.5833333333333,48.75,79.297590736,6753.5988652,320.60771826,13.770949316,6.1637931034,3.0751320098,10.5,9,35.7,8.1,2590,19.082178242,6.4284493076,17,6529,0.3871,0.2318,0.219,0.2057,0.2865,0.3827,0.6899,0.8383,0.3986,0.3521,0.6724,0.5457,0.4448,0.6364,0.4406,0.879,0.113,0.3712,0.5495,0.5116
"27049",163,0.00350914962325081,46450,61.3728592342135,8,0.992156862745098,125,15.0555555555556,47.4,80.575182514,5377.325514,271.45534583,12.19481933,5.9324439398,2.8628769321,7.8,14,32.4,8.7,4050,22.188864223,5.5748472368,37,6333,0.1955,0.0917,0.2003,0.2168,0.1022,0.0834,0.2458,0.6151,0.5323,0.127,0.3945,0.4062,0.2709,0.5705,0.4569,0.8924,0.2346,0.4495,0.3626,0.5205
"27051",55,0.00925458522631667,5943,10.8489223156729,4,1,144,16.7222222222222,49.3,79.469165986,8481.5234971,369.06366997,12.240692378,7.5789473684,3.0486653784,11.4,9,33.1,7.7,540,19.133802006,5.7649667406,2,6743,0.0891,0.1261,0.2375,0.1955,0.178,0.1063,0.4078,0.8924,0.4018,0.3337,0.2875,0.1334,0.0949,0.2633,0.1172,0.6902,0.2824,0.0758,0.1754,0.3897
"27053",15673.5,0.0129611788979256,1209265,2184.20596569114,804.5,0.944029850746269,118.5,14.75,42.9,81.269608262,5091.1461175,257.3662731,10.455929844,7.3547165551,2.5862670508,6.6,4205,22.6,8.3,128620,23.63084117,5.3690785113,1475,5751,0.3181,0.1079,0.2576,0.2588,0.0226,0.1063,0.0481,0.1111,0.4591,0.057,0.426,0.8408,0.7004,0.8685,0.823,0.9933,0.0108,0.7065,0.9023,0.5304
"27055",39,0.00207546165717631,18791,34.0390352055519,0,1,130.5,17.5555555555556,48.8,82.418106803,4474.8384293,234.69940878,11.428547742,4.9533381192,2.9869441711,7.2,5,28.9,8.9,1560,21.411369344,4.8860156516,13,3895,0.0458,0.0805,0.1611,0.148,0.1926,0.0672,0.1961,0.7377,0.354,0.0981,0.3795,0.0614,0.0567,0.1503,0.1585,0.6189,0.2455,0.1439,0.3986,0.3432
"27057",42.5,0.00205910852713178,20640,22.2918179807099,0,1,154.5,16.0555555555556,46.95,80.398924584,6500.2379352,295.20951911,11.855106164,6.3481228669,3.0131163353,9.9,6,34,8.3,2020,18.074169277,6.7543296985,14,5605,0.1484,0.1859,0.2375,0.1888,0.3416,0.155,0.4037,0.8968,0.3795,0.4419,0.1907,0.1363,0.2467,0.1191,0.2426,0.567,0.4734,0.6304,0.2206,0.0968
"27059",102,0.0026520371285198,38461,88.2652537195705,0,1,125,15.3888888888889,44.5,79.403463844,6609.0131695,307.71378449,11.107881741,6.1603650587,2.8439294944,11,21,34,9,3030,21.193892334,4.7746555148,30,6721,0.1102,0.1681,0.0427,0.3964,0.2108,0.2143,0.2891,0.2229,0.7816,0.2662,0.4741,0.1248,0.1866,0.1544,0.2184,0.8182,0.1296,0.469,0.1261,0.3776
"27061",127,0.00280007055295881,45356,17.0047588871495,12,1,127.5,11.6388888888889,41.5,79.683322229,6294.397276,320.6302217,13.787213055,6.718027735,3.4930963128,12.1,17,33.2,8.1,5050,18.653310027,6.0057336766,42,6172,0.3152,0.2576,0.3483,0.3792,0.3827,0.0834,0.5199,0.8138,0.3301,0.5559,0.3454,0.1754,0.2904,0.1465,0.5906,0.7036,0.3862,0.5619,0.4358,0.6164
"27065",44,0.00276416635255685,15918,30.5182602915919,3,1,143.5,14.8888888888889,48,79.473134729,7618.4957442,311.56822244,13.017760907,5.6603773585,3.3992551826,9,7,33.2,8.5,1660,22.209388108,6.434699714,14,6426,0.3572,0.4572,0.3604,0.5947,0.4725,0.4091,0.6253,0.6437,0.411,0.6673,0.453,0.1175,0.1254,0.2025,0.4075,0.6663,0.6533,0.333,0.3626,0.3403
"27067",664.5,0.0156316160903317,42510,53.3179661173958,1,0.996031746031746,126.5,15.6666666666667,44.2,81.150897919,5688.2722613,262.46876352,14.127624955,5.3868756121,3.0532845425,9.2,28,27.9,8.4,3510,18.719913908,6.7678832117,42,7947,0.4314,0.2159,0.227,0.1299,0.2381,0.4327,0.4253,0.4909,0.6921,0.1547,0.6052,0.7364,0.5314,0.8564,0.611,0.8695,0.134,0.5737,0.5645,0.5976
"27079",188.5,0.00681735985533454,27650,61.6123739524974,1,0.98062015503876,123.5,15.5,47.75,81.380947566,4553.5408378,234.27163926,11.192302882,5.4875283447,2.8022167671,9.2,10,34.8,9.1,2200,22.475210905,5.0453955901,4,4904,0.1194,0.1124,0.079,0.1754,0.1691,0.2416,0.199,0.3575,0.752,0.0764,0.39,0.4569,0.305,0.6275,0.1684,0.7647,0.1296,0.3457,0.234,0.2983
"27083",415,0.0161667315932996,25670,35.9240124909831,3,1,128,16.3888888888889,46.5,81.664153085,4341.6920446,249.31412841,13.486902482,5.4966627405,3.1897503875,9.7,11,31.3,8.2,2590,21.229533279,5.2844560819,21,4827,0.3257,0.1757,0.3852,0.1754,0.2006,0.1296,0.1598,0.2095,0.7924,0.0764,0.4139,0.5778,0.4597,0.6781,0.7373,0.9242,0.1086,0.6937,0.4358,0.8048
"27085",140,0.00389689918165117,35926,73.0973930320216,0,1,130,16.2777777777778,48.9,81.499642388,4406.2017987,245.62534264,12.353359729,5.8066759388,2.9212639049,10.1,21,34.9,8.7,2800,20.228942705,4.7582977551,33,6363,0.1429,0.1082,0.0672,0.1299,0.2334,0.2209,0.3817,0.533,0.6816,0.1445,0.5193,0.4699,0.2932,0.6606,0.1379,0.8863,0.1493,0.2557,0.1624,0.212
"27091",192,0.0095082454315852,20193,28.3475010629691,5,0.960474308300395,121,15.1111111111111,44.4,80.345379626,5828.8808999,308.00598249,11.730755028,5.8088694566,2.8374116456,12,14,32.4,7.8,1820,18.216245529,6.5034733708,16,6157,0.304,0.1538,0.2404,0.086,0.1917,0.2923,0.8112,0.8507,0.3865,0.361,0.8485,0.2486,0.2187,0.3528,0.4776,0.8545,0.113,0.3442,0.7389,0.4397
"27093",83,0.00359400710141162,23094,37.9740160837696,2,1,127.5,16.5277777777778,48,80.748381363,5103.1839181,273.97476848,11.209977318,5.987394958,2.8932167745,11.2,10,32.9,8.6,1890,22.836126705,4.9989132797,13,7286,0.1761,0.1114,0.1181,0.1363,0.2509,0.155,0.361,0.5845,0.7838,0.1337,0.3473,0.3677,0.1691,0.6087,0.3005,0.6673,0.2795,0.5256,0.2763,0.3887
"27095",71,0.00275321855126415,25788,45.0573484280915,3,1,136,13.9444444444444,46.3,76.569654133,8964.7791773,394.15562083,13.985335417,7.1023965142,3.373878284,12.4,14,30.7,8.7,2700,19.940358737,7.1668909825,20,7488,0.524,0.3384,0.2518,0.4368,0.4785,0.3085,0.9137,0.5753,0.7335,0.5107,0.8634,0.255,0.3738,0.2085,0.6995,0.773,0.4429,0.6027,0.5495,0.5266
"27097",74,0.00225266362252664,32850,29.1979027683911,1,1,120,16.4444444444444,51,80.633449913,5787.3590406,290.99402832,13.232568399,5.6788266266,3.0828599195,10.5,14,32.4,7.9,3310,20.893900206,5.6430594901,18,9144,0.2639,0.2394,0.2455,0.1955,0.3407,0.3438,0.4403,0.5237,0.6565,0.2203,0.5587,0.164,0.0742,0.3429,0.5209,0.794,0.3496,0.3585,0.6425,0.4282
"27099",1052,0.026803913575214,39248,55.175658334171,2,0.969348659003831,122,15.8333333333333,47.8,80.287168401,5612.0613452,286.85558665,14.38207356,6.6929133858,3.0761640913,11.2,56,31.6,8.7,3390,20.243940935,6.870806162,15,5850,0.5651,0.3613,0.3906,0.3531,0.2792,0.5129,0.7838,0.5524,0.809,0.2343,0.808,0.7698,0.5505,0.8914,0.4839,0.8688,0.1086,0.4298,0.6934,0.3999
"27103",276,0.00830674772768314,33226,74.0626819504683,13,0.961240310077519,123.5,14.4444444444444,42.25,82.877019359,3561.5960101,196.19391667,11.085056071,5.614973262,2.8004363107,8.4,14,27.8,8.3,2920,23.256975051,4.2276546402,31,5989,0.1964,0.1137,0.2518,0.1067,0.2426,0.0672,0.0911,0.1964,0.4537,0.127,0.5228,0.4782,0.3575,0.6103,0.5591,0.8749,0.2114,0.1716,0.4734,0.9172
"27105",1754,0.0807216162731833,21729,30.3857577547533,6,1,133,16.5,48.6,81.812081636,4882.378136,276.86096593,16.162570273,5.1361867704,3.2256572642,10.9,20,33.4,8.5,1620,18.034470883,10.389176549,16,3598,0.7396,0.6039,0.398,0.5256,0.5059,0.8902,0.5037,0.3034,0.901,0.0981,0.7275,0.9296,0.7962,0.9774,0.6243,0.8475,0.0408,0.9121,0.4537,0.5097
"27109",1457,0.00970660342162767,150104,229.623281123993,21,0.940298507462687,117.5,15.1666666666667,43.85,82.488468585,4420.3809279,226.78383391,9.999653681,5.8547695606,2.6519382775,7.8,197,27.1,8.9,12460,18.656009242,4.3789930609,352,3966,0.2697,0.0274,0.1067,0.1678,0.0458,0.0465,0.2184,0.1964,0.7988,0.0535,0.5734,0.7157,0.5476,0.8122,0.6186,0.9296,0.1391,0.5603,0.6425,0.4817
"27111",171,0.00296391305855028,57694,29.2560283883762,3,1,127,14.2222222222222,43.7,80.788786839,5698.8813226,275.95905903,11.592766721,5.5640410212,2.9334312152,9.5,14,31.2,8.5,5020,19.751897497,6.34493062,30,7983,0.2028,0.1111,0.1328,0.148,0.2047,0.1748,0.2483,0.8656,0.3563,0.3238,0.1324,0.398,0.2397,0.5836,0.461,0.7373,0.3862,0.2913,0.5339,0.5189
"27119",82,0.00259904912836767,31550,16.0064795074252,2,1,102,17,51.2,78.68808098,6793.6626086,338.06170368,13.591871429,5.9119919382,3.0283111164,9.6,17,39.4,7.9,3030,22.206379134,5.7065756578,14,6056,0.3263,0.2079,0.3317,0.148,0.2942,0.2209,0.2521,0.4782,0.6444,0.2662,0.2993,0.4932,0.4037,0.5848,0.6568,0.923,0.2824,0.2168,0.6154,0.78
"27121",46,0.00419134396355353,10975,16.3915367180043,0,1,132.5,17.5833333333333,53.35,81.45148979,5502.9081889,251.7904103,10.936493447,7.0215175538,2.7636705136,8.9,7,30.6,8.9,870,20.230342961,5.3605769231,13,6879,0.0452,0.0458,0.1226,0.1191,0.1391,0.0732,0.1955,0.8892,0.3203,0.3337,0.0258,0.0376,0.0484,0.1016,0.2149,0.5603,0.2572,0.2592,0.3298,0.5021
"27123",5772,0.0108592585903283,531528,3493.27384349349,249.5,0.923357664233577,115.5,15.1388888888889,43.25,79.925668908,5977.2220944,296.26196964,12.777938964,7.5005531381,3.1935280892,7.8,1301,26.2,8,63760,21.108321131,5.7838970972,600,6119,0.6189,0.3012,0.5107,0.4502,0.1159,0.2773,0.2194,0.1394,0.6189,0.1547,0.7131,0.8902,0.7666,0.9163,0.9433,0.992,0.057,0.8956,0.9198,0.667
"27129",53,0.00353451150383461,14995,15.2556098740684,4,0.950381679389313,121.5,13.6111111111111,42.2,79.643536831,6298.3534574,319.64792719,13.033030805,8.1583198708,3.0742753423,11.7,7,34,8.3,1250,21.495844082,7.3521716379,4,4311,0.1773,0.1608,0.1741,0.0993,0.1541,0.4091,0.2461,0.7791,0.4814,0.1614,0.2477,0.3913,0.3805,0.4336,0.2891,0.7275,0.1869,0.2238,0.3986,0.574
"27131",950,0.0145893482400639,65116,131.323631890315,8,0.965648854961832,121.5,15.1666666666667,46.5,80.765652326,4768.2121239,251.19855414,12.432198451,6.0494067302,2.8125452397,7,57,26.1,8.6,5630,24.307133739,5.600895492,60,5118,0.3703,0.198,0.2455,0.1754,0.2569,0.2923,0.0907,0.1964,0.4495,0.057,0.5966,0.6995,0.5088,0.8246,0.8335,0.9096,0.2018,0.46,0.6425,0.9592
"27133",45,0.00471006908101319,9554,19.8027635168942,0,1,117.5,17.3333333333333,49.05,80.021317171,5806.8807348,268.99466998,12.03634062,7.180156658,2.879581078,4.9,6,24.7,8.8,790,20.582188952,5.310087836,10,4602,0.1719,0.1468,0.1872,0.0376,0.2706,0.2923,0.4772,0.7791,0.8344,0.1547,0.235,0.2923,0.1796,0.4737,0.2257,0.7733,0.0694,0.3725,0.0974,0.6332
"27137",374.5,0.00186920086048125,200353,32.0690397020258,18,0.976,125.5,10.4722222222222,39.6,78.856463614,6968.953776,338.71596303,13.071982918,6.7429476108,3.2652005187,9.1,130,28.3,7.8,23160,23.816016518,5.160968497,254,5668,0.3187,0.248,0.4858,0.3531,0.2496,0.0732,0.1929,0.5018,0.1347,0.4015,0.5269,0.2697,0.313,0.2983,0.7892,0.9016,0.2114,0.311,0.8609,0.7972
"27139",1198,0.00858842927808445,139490,391.540781984439,11,0.969348659003831,122,15.6111111111111,44.9,82.48440254,4013.6779547,202.41806154,10.625364778,6.1304448029,2.5312512373,7.8,100,29.3,9.3,8320,23.765707371,3.8251783505,84,5836,0.0726,0.0089,0.015,0.148,0.0369,0.0264,0.0977,0.0191,0.9567,0.0076,0.34,0.6622,0.5301,0.7491,0.0971,0.802,0.0509,0.3973,0.1175,0.1869
"27141",595,0.00652498135719612,91188,210.637089523614,6,0.98443579766537,124,14.9444444444444,45.9,80.895894162,4518.5086218,243.37498515,10.814427139,5.7951965587,2.6857923124,8.7,42,30.2,8.9,6380,24.603910744,3.7841888348,38,7006,0.1044,0.0264,0.0427,0.1573,0.1175,0.0376,0.2547,0.0283,0.9274,0.0242,0.7103,0.3231,0.2862,0.4228,0.2671,0.8504,0.0369,0.5145,0.0786,0.5747
"27145",2703.5,0.0175939242878805,153661,114.430948200194,19,0.942748091603053,119.5,12.9166666666667,44.35,82.242988248,4914.4553017,249.63491779,13.005775537,6.5059895273,2.9316084257,8.3,56,28.9,8.3,16250,24.506196553,4.8817708293,156,6536,0.3276,0.2133,0.375,0.2254,0.2642,0.149,0.1054,0.1544,0.5428,0.1047,0.5431,0.567,0.4034,0.7135,0.7606,0.964,0.1025,0.6285,0.5033,0.8246
"27147",315,0.00862045373689828,36541,85.0492997477229,1,0.976833976833977,123,14.8888888888889,47.2,81.531750901,4880.882949,260.50845271,11.984824181,6.3157894737,2.8800895863,9.6,9,31.3,8.8,2990,19.120096161,4.399244708,27,5975,0.2665,0.1025,0.1181,0.1754,0.2076,0.1296,0.3754,0.3464,0.851,0.127,0.5441,0.4572,0.4244,0.5081,0.5638,0.8806,0.1493,0.6425,0.5985,0.3849
"27153",426,0.0175056502979248,24335,25.7518957996458,2,1,135,16,48.1,82.333495486,5425.0068121,257.16637578,12.934583121,5.0969778981,3.2705030057,12.2,0,37.1,7.9,2210,19.156053093,8.2912457912,18,10279,0.4365,0.3407,0.3604,0.1754,0.4868,0.4616,0.4776,0.6816,0.7093,0.3133,0.2989,0.5501,0.2989,0.7873,0.5053,0.5476,0.4518,0.7962,0.3986,0.3521
"27157",68,0.00318844657007549,21327,40.7843754706314,0,0.976744186046512,122.5,15.5,44.85,83.04144596,4010.0772851,231.50221644,10.615078726,5.2535125229,2.7233632501,7.5,9,36.5,9.2,1530,21.370643177,4.6958062611,16,4336,0.029,0.0223,0.0306,0.0993,0.1114,0.0891,0.1659,0.6507,0.4741,0.1404,0.241,0.0799,0.157,0.0955,0.1398,0.6504,0.4117,0.1633,0.1907,0.2585
"27161",80,0.00420300514868131,19034,44.9592063168054,0,0.948051948051948,109,12.2222222222222,41.1,81.287666919,4555.5280531,239.3405004,12.851987326,5.4922973878,2.9935309583,9.7,8,32.7,8.4,1590,20.125739022,4.7005618747,6,7262,0.2455,0.1296,0.0586,0.2168,0.2977,0.155,0.1691,0.3894,0.6116,0.185,0.3308,0.483,0.3798,0.595,0.5861,0.8663,0.1391,0.3852,0.4358,0.8663
"27163",1631,0.00655691571689883,248745,647.096951568729,41,0.954716981132075,120,15.6111111111111,44.3,82.158382454,4338.0147412,215.94487246,8.9294561393,6.1540026447,2.6709832331,7.5,175,24.8,8.9,15680,20.472785388,3.3343081436,277,5573,0.0745,0.0054,0.0073,0.148,0.0236,0.0083,0.157,0.1283,0.8376,0.0271,0.4941,0.5521,0.5068,0.5833,0.1334,0.8548,0.0509,0.284,0.0974,0.3706
"27169",207,0.00404731645322123,51145,81.6894252871141,16,0.991836734693878,120,15.3888888888889,49.9,80.482114012,5746.6786545,276.53686628,13.026178993,6.2989752863,3.1928483635,8.4,22,29.5,8.4,5270,23.253298454,5.6100945724,21,4806,0.2324,0.2665,0.3852,0.3422,0.3754,0.1238,0.0153,0.2639,0.0907,0.1445,0.1328,0.4059,0.3082,0.5323,0.8201,0.9061,0.2114,0.3247,0.7835,0.9083
"27171",675,0.00519542494727606,129922,196.456448332852,5,0.947565543071161,119,14.4444444444444,45.8,81.325115129,4161.4893472,235.12876036,10.798558009,5.5006031363,2.6102695403,7,44,31.8,9.3,8540,22.392022912,4.0246284501,60,5721,0.0758,0.0287,0.014,0.1888,0.1184,0.0497,0.2124,0.057,0.9577,0.0194,0.5766,0.2875,0.2544,0.3875,0.1764,0.8134,0.1869,0.5358,0.1624,0.1111
"28001",535,0.0168519860144266,31747,68.6654195029937,23,0.9453125,116.5,22.8888888888889,66.3,73.335841075,12505.549473,563.39661576,27.277446718,13.24095458,4.9093863457,13.2,100,35.3,4.9,7790,12.264235602,14.979845776,29,6949,0.9828,0.9322,0.9653,0.8539,0.9236,0.7752,0.7806,0.4476,0.4718,0.5107,0.9675,0.9605,0.943,0.923,0.9621,0.7377,0.5259,0.6514,0.8322,0.8956
"28003",351.5,0.00942131925272722,37309,93.2630567643821,4,0.984,120.5,21.3055555555556,62.25,73.48553847,11917.607937,560.02966028,22.494803544,11.388250738,4.6377598732,18.6,43,35.3,7.5,5560,15.003575599,14.397590361,13,7291,0.7517,0.7896,0.7479,0.6205,0.8227,0.7574,0.8516,0.4683,0.6918,0.8214,0.5521,0.5861,0.5234,0.6281,0.3935,0.3859,0.6243,0.617,0.4358,0.2668
"28005",198.5,0.0156397730854081,12692,17.3839221053965,4.5,0.976190476190476,119.5,23.8333333333333,66.95,76.851184729,9702.7353214,489.12080901,24.682269669,12.165178571,4.6710677459,15.2,19,39.9,6.3,2440,11.886734864,18.367346939,3,5385,0.7195,0.9586,0.9475,0.88,0.9284,0.9083,0.738,0.8103,0.341,0.8972,0.2757,0.4292,0.8332,0.0519,0.2133,0.0274,0.9316,0.3543,0.4734,0.1108
"28007",471,0.0246790673303642,19085,25.9666352020363,24,0.949612403100775,116.5,22.9166666666667,64.7,73.815498579,11153.956752,518.38193028,24.11024276,13.631022327,4.4087001724,19.7,31,37.3,5.9,3770,12.48985767,14.450944792,9,5626,0.9618,0.9312,0.8879,0.9153,0.8045,0.9019,0.9917,0.6753,0.8523,0.7943,0.7638,0.4916,0.8577,0.1289,0.8946,0.3827,0.7899,0.8153,0.8848,0.4849
"28011",692.5,0.0206009222073479,33615,38.3482002146303,24.5,0.9375,111.5,22.8611111111111,64.7,72.098821502,12419.640466,648.38386432,27.931093414,13.301233825,5.2731078837,11.5,116,39.1,3.4,9170,11.927846538,15.629723924,16,8374,0.9895,0.9908,0.9911,0.9729,0.9631,0.943,0.8943,0.1964,0.8274,0.6183,0.9889,0.717,0.9618,0.4002,0.9739,0.6737,0.4935,0.8112,0.9599,0.7988
"28013",364,0.0247215430589514,14724,25.1017270234743,8,0.964705882352941,118,21.1111111111111,62.1,76.066762119,10056.69431,498.26523466,25.264503456,12.261806131,5.0302687146,24.8,15,38.3,6.9,2640,13.258996492,18.768202844,2,4297,0.9545,0.9557,0.9252,0.8259,0.951,0.9462,0.964,0.5119,0.7479,0.8418,0.7752,0.7323,0.7491,0.6329,0.7198,0.1067,0.7708,0.7791,0.8898,0.384
"28015",245,0.0237840986312009,10301,16.3965391766392,11,0.98,120.5,23.0555555555556,65.1,78.181864788,9994.7419551,420.47524086,19.075340386,12.238325282,3.9524001637,22.1,20,34.4,6,1620,14.433565306,16.084754797,2,5650,0.5183,0.7443,0.6097,0.7561,0.6371,0.7752,0.3212,0.8103,0.2018,0.6743,0.106,0.5431,0.7606,0.3152,0.2292,0.0255,0.8039,0.6014,0.1519,0.3712
"28017",397,0.0228726162355246,17357,34.5907369009204,19,0.953488372093023,116.5,22.5555555555556,63.15,74.658908017,11032.739382,540.42520218,25.494221186,13.188745604,4.9402018754,12.3,25,45.3,6.9,3380,12.39659985,17.281793696,9,5655,0.9726,0.9628,0.9376,0.8988,0.901,0.9608,0.9265,0.3034,0.8306,0.6253,0.9656,0.8099,0.8787,0.6396,0.8529,0.2299,0.8949,0.7479,0.8771,0.4677
"28019",118.5,0.0142427884615385,8320,19.8956119962453,4,0.9609375,117.5,20.75,62.9,74.212827323,11561.481594,558.4459489,23.058222305,11.889250814,4.6824473642,25.1,9,37.7,7.2,1530,12.836906683,13.564865286,3,5175,0.8777,0.9316,0.8898,0.9599,0.907,0.7552,0.8602,0.6816,0.5587,0.9586,0.3537,0.3785,0.7243,0.07,0.8061,0.3276,0.7147,0.7466,0.8848,0.4374
"28021",400,0.0434357693560647,9209,18.8935439081134,13,0.979253112033195,125,22.9444444444444,67.2,72.070824332,14650.740225,674.19194852,37.274637929,16.284680338,6.0680716902,12.5,17,41,3.5,3020,10.095846333,14.474929044,4,11397,0.9873,0.9904,0.9971,0.9959,0.9946,0.8819,0.533,0.2639,0.3814,0.4212,0.9927,0.6027,0.9933,0.1856,1,0.7943,0.978,0.9548,0.8195,0.8634
"28023",297,0.0183299389002037,16203,23.429057755076,25,0.976190476190476,119.5,23.25,65.5,73.14512788,12225.873963,567.59817246,21.505493468,13.020833333,4.4665619035,15.1,49,28.7,7,2790,13.494577158,14.692319924,5,7843,0.7265,0.8567,0.7147,0.88,0.7943,0.7997,0.9768,0.6049,0.631,0.9303,0.781,0.3645,0.7705,0,0.2108,0.0287,0.9287,0.2028,0.7049,0.0302
