"fips","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"01001",913,0.0165852240730985,55049,92.6055333801792,21,0.954918032786885,110.5,23.6944444444444,65.95,76.879477172,8128.5911903,417.54755051,20.882987328,8.6195286195,4.7438888672,11.1,101,33.3,7.2,7270,15.026031257,8.7216859511,25,7108,0.3773,0.3298,0.2824,0.3298,0.3607,0.4744,0.5568,0.1964,0.8313,0.738,0.32,0.5976,0.6339,0.5355,0.2881,0.6791,0.7268,0.2477,0.3298,0.1251
"01007",357.5,0.0158382066276803,22572,36.2554444767049,2,0.979674796747967,117.5,22.4444444444444,64.5,73.571820279,11977.539484,589.04111681,19.439724157,10.308710033,4.5914824378,14.5,38,37.6,7.8,3240,15.570042367,10.206252586,11,5961,0.5737,0.7393,0.5536,0.5425,0.8819,0.7781,0.1022,0.2585,0.3088,0.4419,0.3266,0.5018,0.645,0.3553,0.6663,0.4072,0.9249,0.0248,0.5645,0.9156
"01011",414.5,0.0392816527672479,10552,16.9426930187977,12,0.963114754098361,112.5,24.1944444444444,66.3,73.530894789,11679.558981,562.24752995,30.999101851,15.688487585,5.3591593432,23.7,56,37.2,4.3,2600,12.094101229,11.440376122,3,6632,0.9363,0.9812,0.9335,0.9599,0.9293,0.9901,0.7265,0.2732,0.362,0.6864,0.9854,0.8341,0.9812,0.5769,0.7144,0.1897,0.9599,0.0169,0.9857,0.7705
"01013",742,0.0365877712031558,20280,26.1061634875127,36,0.959839357429719,116,23.7777777777778,64.2,72.918309203,14359.939103,609.16970743,27.910673184,12.680288462,5.4008061965,19.2,52,43.3,6.6,4160,11.85740343,11.186009539,5,9203,0.9166,0.9067,0.9147,0.8335,0.8803,0.7644,0.9698,0.5845,0.6151,0.7943,0.9147,0.7529,0.8682,0.547,0.5479,0.3088,0.8835,0.4129,0.6705,0.3502
"01015",1062,0.00916441583321108,115883,191.261170368094,6,0.933852140077821,112,22.1111111111111,63.4,73.039108585,12078.616145,574.56384163,23.107733221,9.1613736678,4.8803767403,17.5,220,38.5,6.9,18100,13.842230147,11.929167524,73,6581,0.816,0.8179,0.7348,0.9258,0.659,0.73,0.7876,0.3575,0.4349,0.8469,0.7711,0.5871,0.6676,0.4855,0.6358,0.6052,0.631,0.3706,0.5645,0.6125
"01017",785.5,0.023090716679405,34018,57.0263634811693,34,0.936507936507937,109.5,21.2222222222222,62.85,74.291076031,11112.536614,511.62651724,23.995473603,12.213740458,4.9411783568,19.9,111,40.1,6.4,6070,12.745734617,11.938076809,14,5622,0.8408,0.7689,0.7644,0.5947,0.7122,0.7934,0.7615,0.6151,0.3467,0.689,0.7138,0.5798,0.8402,0.2996,0.8596,0.5845,0.6734,0.8812,0.774,0.3251
"01019",220,0.008495192493339,25897,46.7691504420992,8,0.959839357429719,114,20.3333333333333,60.2,73.998833761,12349.707594,545.23369024,20.698470599,8.2725060827,4.7756141014,15.2,26,35,8.3,3230,14.106562852,11.172649917,10,5521,0.419,0.6008,0.5466,0.3677,0.6351,0.7599,0.7494,0.773,0.2572,0.8905,0.4215,0.1417,0.3005,0.077,0.2518,0.3639,0.9086,0.341,0.1261,0.2776
"01027",182.5,0.0135355633019358,13483,22.3242891000964,4,0.96,115.5,22.2777777777778,64.05,75.237156152,10461.83432,530.99856311,23.795917414,9.3561368209,4.9589695308,13.5,20,40.6,7.8,1940,13.286503658,13.883338091,5,5249,0.5922,0.7275,0.5664,0.4616,0.7434,0.9462,0.8727,0.7011,0.3699,0.5934,0.9156,0.4788,0.5689,0.3992,0.1697,0.0522,0.8669,0.155,0.2038,0.4979
"01029",107,0.00713761590287506,14991,26.7646603791292,1,0.96,115.5,22.2777777777778,64.05,74.766028857,11087.984454,537.92248086,19.284407812,8.5209003215,4.546700394,12.5,15,37.3,8,2020,14.462966516,13.34452371,4,6416,0.6291,0.8262,0.7348,0.5552,0.8379,0.9519,0.6667,0.5944,0.6316,0.9093,0.0977,0.3782,0.2665,0.5275,0.311,0.0952,0.9153,0.4336,0.5193,0.1968
"01031",720,0.014120138848032,50991,75.0987887228696,5,0.991769547325103,119,23.8333333333333,67.9,76.710348557,8175.3623921,429.80914405,19.425826811,8.3085374228,4.4201197865,16.1,65,34.2,7.5,7240,15.183294249,11.99236659,28,4863,0.5266,0.5072,0.5466,0.4094,0.4187,0.6055,0.8507,0.3464,0.6756,0.7233,0.7845,0.7313,0.6877,0.6931,0.1624,0.1668,0.5613,0.3091,0.4877,0.234
"01035",374,0.0294557769551863,12697,14.9348977763205,10,0.987704918032787,118.5,24.8333333333333,67,75.25023311,10822.452428,528.82229203,28.608747789,14.064115822,5.4337528108,25.9,33,43,5.6,2650,12.042707635,12.033455306,5,12070,0.8628,0.9739,0.9761,0.9952,0.9739,0.8255,0.9592,0.773,0.4518,0.8905,0.7453,0.4273,0.8806,0,0.3897,0.1293,0.9401,0.5613,0.6587,0.0344
"01039",740,0.0196135598611148,37729,36.6138932625081,21,0.967871485943775,116,25.7222222222222,67.6,73.994503819,11418.122816,546.12854034,22.668806251,10.345942451,4.6819404519,15.3,49,31.7,7.6,5480,13.500302181,12.103617686,19,9181,0.695,0.8214,0.7042,0.8854,0.6969,0.772,0.8516,0.7676,0.4263,0.8768,0.4629,0.4686,0.5205,0.4323,0.2802,0.1576,0.7488,0.3798,0.3986,0.4024
"01045",773.5,0.0155925575019654,49607,88.4061746916208,18,0.987704918032787,118.5,23.8055555555556,68.25,75.05295351,10467.436009,500.93101771,23.433107031,8.4767923295,5.0212640196,15.8,100,37.2,6.7,7940,14.537961368,9.6988639182,9,5120,0.7463,0.7571,0.7701,0.8698,0.6122,0.5734,0.7832,0.3034,0.6581,0.8739,0.5677,0.639,0.6982,0.5415,0.4572,0.2448,0.717,0.3266,0.5801,0.5915
"01047",1528,0.0368850480374644,41426,42.3278309732924,25,0.933774834437086,139,20.8888888888889,61.2,71.185071339,14717.166071,663.93191481,29.826897822,13.942307692,5.6268779752,15.9,140,43.1,4.6,11100,11.338256451,10.372407688,29,7183,0.9586,0.9704,0.9834,0.9774,0.9386,0.8402,0.9583,0.3346,0.8332,0.7125,0.9771,0.5454,0.9723,0.1086,0.859,0.2171,0.7924,0.9058,0.9768,0.3445
"01051",1254,0.0154897044109836,80957,130.895077801914,27,0.913725490196078,105,23.4444444444444,65.5,75.911969236,8762.5525693,431.00084919,18.633862824,9.2389649924,4.2962096766,15.8,152,34.3,7.6,10740,15.852900191,8.6557164469,21,6334,0.5415,0.51,0.4094,0.5947,0.4604,0.525,0.5384,0.1885,0.5495,0.6743,0.652,0.6097,0.6558,0.5361,0.4801,0.482,0.6963,0.2139,0.263,0.8392
"01055",1682,0.0162727475015238,103363,193.099390530308,17,0.959514170040486,113,21.0555555555556,63.6,73.034731692,11905.222386,571.45129144,21.483864058,9.0078171978,4.9190216937,15.7,163,35.5,7.1,15010,14.030530522,12.46599573,83,7421,0.7335,0.7609,0.6705,0.7163,0.7319,0.7221,0.7679,0.5119,0.419,0.8141,0.6323,0.6721,0.5938,0.6966,0.4043,0.5403,0.5259,0.405,0.5801,0.2993
"01057",163,0.00971220878269678,16783,26.7380007690964,5,0.979423868312757,116,22.3888888888889,64.8,74.586536263,9720.775126,518.61536026,22.19934392,10.04048583,4.9275311898,23.3,14,41,7.9,2400,13.518523943,11.459956373,16,5911,0.7217,0.8017,0.6049,0.7453,0.8093,0.8319,0.8239,0.7109,0.3559,0.9882,0.4206,0.1983,0.4798,0,0.6632,0.3136,0.8087,0.3123,0.8991,0.4941
"01061",264,0.00986362787222118,26765,46.5957910877853,1,1,124,24.2777777777778,68.6,73.794841437,11145.173201,552.91344004,23.084669296,8.0910852713,5.0205031528,16.9,34,38.7,7.8,3930,13.722139578,14.07272901,8,6845,0.8173,0.9086,0.8513,0.8634,0.8112,0.8797,0.9366,0.6686,0.4422,0.9093,0.7386,0.547,0.5078,0.5756,0.3091,0.0586,0.9303,0.4419,0.5801,0.1445
"01067",252.5,0.0146913364752429,17187,30.5954564800358,4,0.995867768595041,119.5,24.6666666666667,68.35,76.232349375,9242.4857316,465.98898866,21.419262062,9.8509933775,4.6966737413,16.6,31,36.3,7.9,2430,13.80933082,12.187736563,5,4872,0.596,0.6536,0.4756,0.5947,0.6132,0.7781,0.6593,0.7943,0.3158,0.8083,0.3047,0.6157,0.7147,0.4826,0.3222,0.1675,0.8812,0.1235,0.6297,0.3814
"01069",1168,0.0112425522903813,103891,179.16377189043,14,0.952569169960474,114,24.6111111111111,67.7,75.866636949,9647.1905115,440.51539181,20.269797095,10.519366197,4.6656889695,13.5,319,38.1,7.1,17160,13.523701774,11.070223497,88,4859,0.6819,0.6635,0.6991,0.6714,0.5148,0.6125,0.8746,0.3684,0.6784,0.689,0.8491,0.6348,0.7259,0.5059,0.3477,0.6536,0.6351,0.2461,0.5645,0.1379
"01073",9400,0.0142619588041803,659096,593.091932779715,192,0.916349809885932,109,22.7222222222222,62.1,74.671162642,10969.508203,500.81878142,19.696302144,11.328534031,4.4108897663,12.9,3414,34.6,6.3,117600,14.68864353,10.049484847,709,4653,0.6409,0.4973,0.6558,0.6813,0.2385,0.375,0.5721,0.2162,0.5839,0.4639,0.8389,0.8214,0.8812,0.6565,0.6106,0.9351,0.1296,0.3028,0.7835,0.5877
"01081",2261,0.0146868727549092,153947,253.389133599536,41,0.923371647509579,110,22.3333333333333,65.3,78.225980277,6973.4502895,356.37386853,21.463907829,8.6847121616,4.4909276572,9,266,29.9,6.4,26560,15.747603232,10.350184992,85,4208,0.5989,0.5438,0.8586,0.3964,0.4518,0.3973,0.0971,0.0334,0.3884,0.2025,0.6982,0.7294,0.7217,0.6574,0.8685,0.9258,0.6979,0.5275,0.3814,0.738
"01083",927,0.0102706715268622,90257,161.190715660087,7.5,0.916030534351145,108.5,20.9166666666667,61.4,77.701355287,7722.2085509,377.45524586,20.11404561,9.2993630573,4.5193296825,13.8,101,33.9,8.1,11190,14.963383147,11.014042165,32,5987,0.5269,0.5431,0.398,0.6466,0.3668,0.6925,0.2541,0.1885,0.6221,0.4731,0.4059,0.6412,0.6084,0.6374,0.5409,0.5549,0.554,0.5384,0.263,0.7004
"01085",554,0.0524372929484146,10565,14.7574175295662,26,0.964,115.5,24.0833333333333,66.55,71.159703018,15840.441782,687.97033951,30.355910546,14.029180696,5.4862740346,13.9,52,46.9,4.6,2740,10.353729882,10.822831727,1,5247,0.8908,0.9723,0.9548,0.9424,0.907,0.943,0.9841,0.5018,0.5985,0.9417,0.9691,0.5279,0.9793,0.0697,0.3719,0.0506,0.9736,0.1882,0.9608,0.1165
"01087",308,0.015647226173542,19684,32.326726094371,12,0.975708502024291,117,22.5,66,73.161821932,12688.780867,615.60827622,29.863338128,13.629402757,5.412811684,23,83,49.6,4,4950,10.735045137,10.554682237,7,5948,0.9023,0.9443,0.9109,0.9777,0.9086,0.7841,0.5587,0.4352,0.0704,0.6673,0.9137,0.5371,0.9882,0.0783,0.9242,0.3964,0.7599,0.3836,0.9752,0.9481
"01089",4099,0.0117123320941901,349973,436.588488141541,25,0.930501930501931,111,20.9444444444444,60.9,77.405389741,8270.3059858,393.11560371,19.257825328,9.7419730665,4.3656225035,13.5,711,32.9,7.5,48830,15.580258807,9.4393471314,319,5439,0.3034,0.2687,0.3483,0.5699,0.079,0.2416,0.1315,0.1748,0.4954,0.2496,0.497,0.7367,0.7482,0.6399,0.3582,0.8777,0.1964,0.256,0.3473,0.5896
"01093",493,0.0163034491881345,30239,40.7373540946116,24,0.945098039215686,113,20.5,62,74.469236806,11106.407394,536.10616481,22.256504668,9.4815506773,4.9120180706,20.4,29,36.8,7.9,3990,14.034900074,11.408083442,10,8236,0.6256,0.7631,0.6816,0.6078,0.752,0.8093,0.866,0.7593,0.3133,0.9675,0.5263,0.2152,0.2958,0.2124,0.3862,0.3187,0.8039,0.2588,0.4358,0.5002
"01095",2645,0.0279793513444898,94534,167.067902120766,25.5,0.959016393442623,111.5,20.5,60.15,74.353860143,10062.94593,519.5506984,22.394653056,8.130519061,4.9652343056,11.8,90,34.4,8,11520,14.196560839,15.643576987,53,6189,0.7876,0.7698,0.7701,0.5552,0.696,0.8516,0.8676,0.4091,0.7921,0.6253,0.7437,0.7657,0.5371,0.9,0.3961,0.2913,0.6377,0.8058,0.3986,0.2009
"01097",7129,0.0172077114878189,414291,336.98647823568,180,0.937743190661479,112,23.9444444444444,67.6,75.093559904,10464.359728,495.73038931,22.399091396,11.822395207,4.5277243358,14,1759,36.3,6.4,74120,15.193298105,11.719890151,278,6431,0.787,0.7001,0.7294,0.737,0.5766,0.5734,0.6991,0.2311,0.7033,0.483,0.8548,0.6963,0.8287,0.4998,0.7485,0.8427,0.3824,0.5161,0.6425,0.6059
"01099",417,0.0189761092150171,21975,21.4246648551755,4,0.971774193548387,116.5,24.7222222222222,66.65,74.131951623,12611.65879,549.99488446,30.016195849,12.172774869,5.6737681952,18.4,39,41.8,5,5240,11.230333142,12.789735099,8,5990,0.7491,0.9602,0.9745,0.9968,0.964,0.7405,0.4483,0.5524,0.6269,0.2926,0.4973,0.4658,0.8571,0.093,0.4091,0.2923,0.8395,0.0767,0.957,0.1939
"01101",5397,0.0237343442161554,227392,289.906543288055,130,0.916349809885932,109,23.7777777777778,65.5,76.128189581,9820.7757858,445.32371856,23.875086222,12.423542205,5.0396193448,13.9,1407,37.7,5.5,47040,13.851006741,11.005422221,221,6020,0.8093,0.6492,0.8026,0.7036,0.3534,0.5893,0.7195,0.1544,0.6036,0.581,0.9618,0.872,0.9481,0.6864,0.7383,0.8306,0.1691,0.4836,0.8071,0.6784
"01103",2010,0.0168123457822759,119555,206.357195308012,14,0.956349206349206,114.5,20.5555555555556,60.5,75.536497459,9540.7807595,463.400906,20.554282339,8.768373036,4.5578163775,12.7,140,32.4,7.9,15380,13.550369498,11.560252216,58,6098,0.7192,0.6654,0.5387,0.7561,0.4862,0.7221,0.7428,0.3464,0.5903,0.6606,0.7326,0.7437,0.6227,0.7787,0.5002,0.731,0.5342,0.5476,0.3298,0.3935
"01107",343,0.0171140604730067,20042,22.7380536706857,9,0.96,114.5,23.3333333333333,65.05,76.015190638,9794.3919139,440.05589269,26.593264751,13.012820513,5.2115490705,15,49,34.9,7.1,3810,12.329013326,11.607203534,8,6592,0.9379,0.9198,0.8765,0.9424,0.8698,0.7644,0.8118,0.5651,0.2919,0.9691,0.6221,0.7577,0.8542,0.5696,0.8777,0.3461,0.7956,0.4174,0.9277,0.8106
"01111",388,0.0171567543665709,22615,38.9544945458554,11,0.968,116.5,20.25,62.2,74.657088735,10407.063254,520.53875134,21.389294498,9.3178036606,4.7617893775,16.5,11,37.4,7.2,3450,14.006823481,13.227662455,7,3494,0.8029,0.852,0.774,0.66,0.8494,0.8902,0.7106,0.7011,0.4419,0.5288,0.6195,0.3349,0.6371,0.0879,0.8077,0.3053,0.8465,0.8781,0.5495,0.5336
"01113",1129,0.0192543829729177,58636,91.4539065278078,1,0.960159362549801,115,23.3333333333333,65.2,73.48211671,11234.374839,572.30386786,25.463148765,10.404430274,5.0242739347,19,198,45.1,6.6,11220,13.287645914,11.304654005,15,5042,0.8892,0.8306,0.8096,0.8007,0.7692,0.7176,0.8488,0.1165,0.8255,0.6743,0.9093,0.7268,0.8886,0.4846,0.7953,0.674,0.6418,0.7485,0.8472,0.1818
"01117",2555,0.0124058635306456,205951,262.234818984604,29,0.923371647509579,110,22.3333333333333,63.6,80.485750113,6106.0160751,295.23595698,16.489439968,7.2837632777,3.9793228093,10.5,273,35,8.6,19340,17.049655133,7.8591340516,172,5125,0.1073,0.0672,0.079,0.2057,0.0694,0.1847,0.0748,0.1394,0.7612,0.1503,0.1761,0.6839,0.5874,0.7224,0.1617,0.8214,0.3922,0.1455,0.0704,0.3289
"01123",809,0.0197519410127448,40958,57.1623727030297,79,0.952569169960474,114,22.0555555555556,65.6,74.530869445,10543.51064,497.48238771,22.847306752,14.974293059,4.7777431934,15.9,65,36,7.2,6770,13.18244811,11.904836931,20,4305,0.9093,0.872,0.8669,0.8335,0.7246,0.8201,0.8905,0.7109,0.3534,0.7125,0.8427,0.51,0.7074,0.313,0.8997,0.6186,0.7246,0.8494,0.8195,0.3613
"01127",1335,0.0203527815468114,65593,82.9038880658283,55.5,0.937007874015748,110.5,22.2777777777778,64.2,70.310740862,15205.873711,704.94002426,24.371718875,10.18957346,5.2099012127,14.2,78,39.6,7.5,9470,13.836303082,11.670766468,26,6561,0.78,0.9013,0.8223,0.9023,0.7969,0.8516,0.8972,0.5845,0.4508,0.9726,0.6294,0.4088,0.3757,0.4699,0.3782,0.1044,0.9236,0.433,0.5339,0.3063
"01133",412,0.0171573730895765,24013,39.1742633653114,10,0.967871485943775,116,20.6666666666667,62.9,74.831254047,10860.070399,534.86864332,21.431419816,10.397196262,4.8202981691,19.5,11,37.8,8,3140,13.560039413,12.772754345,10,13447,0.7421,0.8825,0.774,0.737,0.8644,0.921,0.7727,0.7529,0.297,0.9761,0.3588,0.2913,0.1964,0.4562,0.5186,0.2178,0.9004,0.4352,0.6425,0.3734
"04001",2740,0.0378735520968678,72346,6.46092981529062,110,0.95850622406639,110,15.4444444444444,22.8,72.923211086,15888.929646,598.95783457,25.951201969,7.2624931356,5.6130582809,16.8,111,33.5,2,17330,12.944995818,19.17271189,23,5244,0.9885,0.985,0.9885,0.9825,0.9933,0.8647,0.8195,0.1544,0.9637,0.4308,0.9166,0.9723,0.9854,0.9147,0.9032,0.1331,0.8383,0.9965,0.9163,0.5014
"04003",7.5,5.8512837716595e-05,128177,20.7925210097417,0,0.666666666666667,4.5,14.8888888888889,28.05,78.75697821,7452.3219191,367.31385023,18.069448591,7.8340156308,4.2331406992,10.5,197,29.8,6.8,17580,14.74556738,10.456419859,68,3324,0.9303,0.6651,0.6991,0.7291,0.54,0.5339,0.8188,0.7377,0.4629,0.6437,0.6189,0.9239,0.845,0.9131,0.9831,0.8096,0.8348,0.7644,0.4734,0.9128
"04005",2835,0.0205339552671225,138064,7.41535790815756,111,0.949612403100775,115.5,13.7222222222222,25.35,78.980005501,8704.7846364,365.93229177,15.884514142,7.9854325813,4.193534585,7.5,135,23.8,6.1,24950,17.401343193,13.11674912,119,2370,0.7638,0.6167,0.8313,0.6813,0.4645,0.3827,0.0815,0.0493,0.39,0.1547,0.6616,0.8755,0.858,0.7876,0.9819,0.837,0.61,0.9707,0.4537,0.9109
"04007",727,0.013670809906166,53179,11.1767763237915,23,0.98780487804878,119.5,22.0833333333333,29.15,74.06521565,14227.288131,557.80675607,18.669721673,8.7663137158,4.5077220961,15.3,43,30.8,6.2,8950,15.659613028,13.477246208,25,3501,0.9115,0.83,0.7991,0.9379,0.7198,0.639,0.8733,0.9628,0.2321,0.9093,0.4779,0.8074,0.7775,0.737,0.7969,0.2353,0.8348,0.8714,0.6705,0.4836
"04009",321,0.00855338538197128,37529,8.11841078405483,5,0.935114503816794,113.5,26.1388888888889,34.8,77.315999195,8634.6411647,411.52735896,18.914279632,7.9243353783,4.3742188262,9.9,22,34.8,6.3,5540,17.132750887,10.018351118,22,2766,0.9653,0.8959,0.8446,0.9729,0.9357,0.5944,0.5823,0.1038,0.9392,0.3025,0.7701,0.9077,0.8771,0.8373,0.9854,0.4973,0.9074,0.9685,0.4877,0.9491
"04011",54.5,0.00590849956634866,9224,5.00766232757743,2,0.995934959349594,121.5,26.7777777777778,34.55,81.186807841,7214.854883,356.05516495,17.865416233,6.7553735926,3.722590567,11.7,6,29.3,5.8,1090,18.030304499,8.6147821831,5,2571,0.6288,0.5422,0.354,0.7561,0.5384,0.454,0.6033,0.071,0.9507,0.2846,0.8364,0.8984,0.8943,0.8036,0.3894,0.2222,0.9242,0.9433,0.0974,0.1363
"04012",466,0.0229511426319937,20304,4.51237582742431,10,0.979919678714859,120,30.6111111111111,37.5,76.866540704,15452.452583,656.25569062,22.005996712,6.1196105702,4.5230547146,14.1,26,30.2,6.2,3050,13.046005321,19.76077339,6,4251,0.9169,0.893,0.7969,0.88,0.7224,0.9354,0.546,0.9984,0.05,0.9,0.1238,0.9175,0.8185,0.9249,0.8437,0.2095,0.9955,0.9462,0.7835,0.2636
"04013",45070,0.0110234706738258,4088549,444.446743803851,746,0.78476821192053,89.5,29.8055555555556,38.7,80.379854898,6474.4537293,308.05485835,15.622654225,7.1653733274,3.5771885388,8.9,10776,26.9,7.7,571060,18.210424052,12.081175995,3030,3050,0.6469,0.4374,0.5536,0.4957,0.2034,0.5189,0.3782,0.1818,0.8192,0.1165,0.7564,0.9242,0.8392,0.922,0.7275,0.9462,0.2302,0.9029,0.6154,0.2557
"04015",2850.5,0.0139984972670887,203629,15.2977006966314,143.5,0.98,119.5,24.3333333333333,28.4,75.682292666,10257.173536,503.27519942,18.912272625,7.1872089413,4.4190336357,13.6,234,31.8,5.8,34330,16.140288289,13.362976831,102,4000,0.9102,0.7985,0.7205,0.9258,0.6778,0.6581,0.759,0.9691,0.1044,0.8937,0.391,0.7233,0.5957,0.7736,0.9513,0.6402,0.9074,0.865,0.4537,0.6998
"04017",5028,0.0464656359452541,108209,10.8754021429262,165,0.945945945945946,115,20,27.8,74.442247892,13754.907935,519.7273987,24.284684904,8.7178534955,4.9668846218,15.4,131,34,4.6,22590,13.64950539,15.120113587,68,3413,0.9946,0.9592,0.9615,0.992,0.9634,0.7552,0.9656,0.3346,0.9414,0.7068,0.9029,0.9424,0.923,0.8937,0.9414,0.2541,0.8395,0.9828,0.8609,0.5845
"04019",13359.5,0.0133150543485844,1003338,109.210301111758,382,0.923076923076923,109.5,30.25,33.6,79.566414097,7369.9002317,348.2490477,17.160990512,7.2603643881,3.8746661849,8.4,2411,25,7.5,137450,16.971564586,10.86259278,863,2929,0.8717,0.6033,0.7093,0.7851,0.3572,0.4664,0.5352,0.5524,0.3976,0.4308,0.68,0.9233,0.8644,0.8921,0.979,0.9395,0.4779,0.8762,0.8322,0.6472
"04021",6874,0.0172885584652066,397604,74.0990351837614,109,0.905660377358491,112,28.3333333333333,37.2,82.236621291,6770.1018859,311.16086047,20.091217453,6.9917203312,4.2295266888,12.8,875,32.6,7.6,54010,16.129454833,11.027964753,69,3118,0.8593,0.709,0.5536,0.8007,0.6807,0.6125,0.7361,0.5944,0.737,0.3795,0.6113,0.8991,0.8281,0.8701,0.8176,0.3919,0.7695,0.858,0.263,0.8462
"04023",2496,0.0536232195415387,46547,37.6313295971685,48,0.953307392996109,116,24.1666666666667,36.5,83.55016695,5084.1966057,221.2592789,26.579217588,6.9384996621,4.5052698552,8,49,26.9,7.8,4440,14.138932498,13.993283224,23,2337,0.915,0.9255,0.8223,0.8259,0.8879,0.943,0.795,0.3575,0.9538,0.1713,0.9363,0.9949,0.9889,0.9866,0.4565,0.7023,0.2499,0.95,0.4537,0.1038
"04025",1539,0.00704070709011556,218586,26.9078352550054,54,0.953307392996109,116,19.7777777777778,29.4,78.945901109,7756.0396425,345.11635613,15.400511422,7.1684030477,4.116284082,10.7,250,23,6.8,32870,16.694771853,12.924381971,142,2246,0.5457,0.4358,0.4362,0.7163,0.3311,0.2837,0.3961,0.9799,0.0528,0.745,0.1203,0.6858,0.5556,0.7577,0.6463,0.5686,0.7899,0.7173,0.234,0.4881
"06001",8648,0.00538743359932022,1605217,2171.87426566942,154,0.934545454545455,119,18.5555555555556,47.2,82.87623703,4408.5910489,231.22311113,12.412219044,7.2587957251,3.010286402,6.9,5713,19.4,8.3,198950,19.889669435,5.7827935577,1832,3298,0.5164,0.2961,0.263,0.5425,0.0267,0.4951,0.0328,0.1067,0.3499,0.0535,0.4066,0.9812,0.9608,0.9672,0.9112,0.9828,0.0408,0.9653,0.8991,0.525
"06007",810,0.00361805813013396,223877,136.805354101919,5,1,129,23.3333333333333,48.5,77.646220562,7784.4961042,398.93458413,17.448755904,6.0342803475,4.2097806513,9.8,242,27.2,7,35920,20.207333977,7.1636527881,141,4656,0.7915,0.6807,0.8026,0.8854,0.4429,0.4257,0.3031,0.4683,0.2273,0.6606,0.4078,0.7826,0.6603,0.8093,0.9195,0.8348,0.5667,0.7689,0.6705,0.6074
"06009",53,0.00118337910554402,44787,43.9082937177742,0,1,106,23,45.3,79.52590973,7345.8857981,336.12365883,12.329144758,5.7408844065,3.448904159,11.7,40,30.5,8.2,5480,20.181067608,7.3307759688,20,3050,0.2642,0.3601,0.3066,0.8173,0.1359,0.269,0.5075,0.944,0.0691,0.8379,0.1827,0.4986,0.5384,0.4572,0.0898,0.2502,0.3337,0.5304,0.1907,0.2114
"06011",304,0.0142315434670661,21361,18.5630333026523,3,1,132,22.0555555555556,49.7,79.852589192,6556.2787052,333.20406809,19.415265469,6.3248682319,3.9906934518,21,6,40.5,8.2,2530,20.121342379,10.728094538,7,3534,0.7428,0.6568,0.3604,0.737,0.3894,0.9857,0.6683,0.1394,0.9373,0.2343,0.9249,0.9838,0.9452,0.9904,0.3556,0.616,0.3037,0.9774,0.1907,0.1722
"06013",5378,0.00485411918676806,1107925,1532.91656449364,96,0.941391941391941,120,19.6111111111111,48.7,82.392027357,4623.5095352,233.91374929,12.300484401,6.8385624112,3.0775355012,8.8,2443,24,8.5,113940,19.595709913,5.8956173288,1183,3379,0.4078,0.2483,0.1563,0.6205,0.0178,0.3677,0.1375,0.2095,0.6387,0.127,0.4648,0.9554,0.9061,0.9452,0.5014,0.9198,0.063,0.9131,0.5033,0.1401
"06017",567,0.00309836065573771,183000,107.151384438033,1,1,130.5,21.3888888888889,40.5,81.942203041,5164.5473544,249.25658836,12.034088656,6.5867723914,3.4264789658,8.2,187,22.5,8.2,19880,22.291603605,5.4030715273,154,3277,0.2108,0.2362,0.1382,0.8173,0.0376,0.1178,0.1063,0.5651,0.2967,0.2846,0.1996,0.7077,0.589,0.7584,0.2092,0.6555,0.219,0.5648,0.2939,0.156
"06019",10381,0.0107780638730844,963160,161.637097134761,100,0.955390334572491,122,23.5555555555556,47.8,78.924969785,7006.6159427,351.71380479,23.79711945,7.5623649578,4.2130376267,10.8,1806,31.4,7.7,136340,16.51386204,8.7343786523,664,4172,0.9666,0.9414,0.9335,0.9325,0.7488,0.9551,0.6603,0.057,0.9586,0.2267,0.9822,0.9901,0.9669,0.986,0.8691,0.8176,0.1659,0.9847,0.8472,0.4575
