"county","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"San Diego",17063,0.00524473804895622,3253356,773.386044692773,387,0.871186440677966,109,17.9444444444444,50.5,82.20620368,4641.05997,244.09617313,14.458895214,6.5536896115,3.5476080074,7.1,12660,20.3,8.4,360530,21.600612552,8.4051288606,2664,3121,0.5724,0.4046,0.3906,0.6361,0.0904,0.5444,0.0694,0.1235,0.4753,0.064,0.5298,0.957,0.8984,0.9548,0.8516,0.9806,0.1493,0.9589,0.4877,0.6387
"San Jacinto",145,0.00533637568084793,27172,47.7335996052814,8,0.98406374501992,121,24.9444444444444,68.6,76.506526105,10045.135546,458.49095992,19.765732006,8.3540527101,4.0626897638,14.3,38,30,7,5010,16.798924953,23.067506914,3,6641,0.7138,0.6718,0.5976,0.5813,0.632,0.7084,0.8879,0.6909,0.525,0.8141,0.5858,0.7011,0.6402,0.695,0.3604,0.1385,0.9058,0.8163,0.3626,0.0497
"San Joaquin",8560,0.011974372604426,714860,513.404784824831,94.5,0.966165413533835,123.5,22.3611111111111,48.6,78.497259718,7155.2242935,365.7473465,17.342112673,7.2566599092,3.5378560124,10.4,1265,32.7,7.9,92520,19.694401227,7.5756058325,433,3961,0.9045,0.8048,0.6364,0.9325,0.5613,0.8717,0.6043,0.078,0.9408,0.2025,0.9233,0.9809,0.9577,0.9698,0.8259,0.8437,0.1391,0.9678,0.6587,0.54
"San Juan",56,0.00224215246636771,16056,92.3228661398661,0,0.990328820116054,127,14.0555555555556,38.2,85.494186503,4088.12891,185.9425913,13.105263436,2.8911564626,3.7165686221,5.6,21,18.3,8.7,1730,18.220741726,9.0753732686,13,1113,0.1092,0.0567,0.2127,0.2588,0.0204,0.0204,0.1032,0.9873,0.0089,0.2595,0.0821,0.5059,0.3884,0.6266,0.2448,0.4183,0.2346,0.8332,0.2496,0.2633
"San Luis Obispo",1430,0.00513133342902253,278680,84.4319277117338,7.5,0.980916030534351,125.5,16.4722222222222,51.7,81.495360687,5271.2259578,260.57752533,13.155328644,5.8966834616,3.4184609358,8,391,25.5,8.1,32530,20.264998405,7.2576262211,235,2270,0.377,0.2343,0.4043,0.3158,0.0926,0.2923,0.0357,0.533,0.0812,0.127,0.2031,0.8488,0.7026,0.8838,0.8348,0.7628,0.4117,0.8424,0.313,0.845
"San Mateo",4368,0.00578736213941607,754748,1682.75648413937,114,0.937956204379562,119.5,17.2222222222222,51.15,84.742822397,3367.8110377,178.74836791,12.261845994,6.7309708534,2.8404982794,7.6,1552,21.2,9.1,63170,18.833591667,5.4100817418,817,2135,0.2735,0.148,0.0551,0.3298,0.0038,0.4021,0.0245,0.2401,0.3601,0.0213,0.1697,0.9713,0.9316,0.9596,0.5689,0.9787,0.0369,0.9726,0.3986,0.2792
"San Miguel",39,0.00137566137566138,28350,6.00374163358319,0,0.980842911877395,125,16.7777777777778,27.8,76.918894821,10234.660218,462.83836822,28.659265407,10.783824264,5.1733263994,14,43,29.1,5.5,4130,13.188832436,8.9100346021,16,3900,0.9366,0.7775,0.9631,0.2369,0.9551,0.745,0.915,0.5753,0.2432,0.9943,0.8752,0.985,0.986,0.9577,0.7841,0.1621,0.9621,0.2445,0.8555,0.8465
"San Saba",35,0.00595136881482741,5881,5.18008350840638,0,1,146.5,25.1666666666667,63.15,77.509937887,7928.45186,380.23391791,21.319313332,6.0869565217,4.1648511535,6.2,7,25.4,6.8,870,17.396475699,28.9252105,2,4907,0.7259,0.6905,0.6479,0.1363,0.8497,0.9481,0.4072,0.8507,0.2416,0.6008,0.2197,0.894,0.7418,0.9491,0.5422,0,0.6208,0.5193,0.5193,0.9535
"Sandusky",295.5,0.00493569400367463,59870,146.574992938332,16,1,128.5,15.8888888888889,49.2,76.837461205,8225.5176371,407.65529146,18.163074498,7.2536596024,4.087959427,13.1,43,34.6,8.2,7090,18.777779608,6.8144344959,29,4078,0.3712,0.3824,0.3422,0.4241,0.4807,0.3515,0.7262,0.4782,0.5922,0.4015,0.8348,0.4903,0.4817,0.5037,0.2066,0.5231,0.2302,0.0901,0.5033,0.5403
"Sangamon",750.5,0.00377821072397666,198639,228.767311065734,34,0.973282442748092,123.5,18.6111111111111,54.15,78.021812542,7606.7490617,360.55314286,15.749531105,10.305917753,3.7748163546,11.2,288,30.6,7.9,24950,20.283605723,5.4573998854,236,4688,0.3855,0.2907,0.469,0.5947,0.0996,0.1426,0.4444,0.3225,0.553,0.3445,0.7428,0.439,0.5571,0.3442,0.5788,0.843,0.2346,0.3082,0.766,0.5317
"Sanilac",90,0.0021551208064941,41761,43.3848969624638,6,1,128,13.7222222222222,47.4,77.199832498,7805.4017186,381.79758719,14.347091601,6.8289384719,4.1043106224,12.8,20,32.6,8.2,5050,18.354760216,7.4886042978,12,5439,0.4046,0.6234,0.5014,0.7851,0.6387,0.454,0.4814,0.7109,0.468,0.6103,0.2181,0.2483,0.2012,0.369,0.248,0.4448,0.4935,0.2451,0.5033,0.3228
"Santa Barbara",5508,0.0125354180179565,439395,160.647684496671,32,0.984674329501916,126,16.6111111111111,50,82.09976816,5042.4450983,251.312462,17.130036044,6.4721363416,3.6859364945,8.7,572,24.6,8.6,43590,20.858405151,10.508552834,342,2161,0.716,0.5097,0.5107,0.5552,0.1194,0.8023,0.1089,0.1964,0.497,0.057,0.6055,0.9663,0.9035,0.9796,0.9427,0.9255,0.2302,0.9873,0.5985,0.7876
"Santa Clara",4849,0.00257233737353161,1885056,1459.91866582354,161,0.853820598006645,106,19.9444444444444,49,84.63082824,3579.0807063,189.95085125,12.166326555,6.9365345245,2.9650508925,7.6,2989,19.4,8.9,169390,16.734114158,5.1015067133,2011,2977,0.3852,0.2295,0.1143,0.4616,0.008,0.5068,0.0341,0.0965,0.575,0.014,0.2436,0.9819,0.9589,0.9713,0.7039,0.9825,0.113,0.9761,0.3626,0.4686
"Santa Cruz",1610,0.00767907696055453,270931,608.610789395974,7,0.953667953667954,117,17.25,48.95,82.825500041,4622.3917405,229.71581906,15.248519697,5.782364547,3.6527235325,6.9,465,19,8.3,30300,23.174929241,7.3566808744,276,2792,0.5148,0.3983,0.4635,0.5699,0.0634,0.5489,0.022,0.1643,0.2095,0.0681,0.3155,0.9331,0.8249,0.9605,0.9039,0.8637,0.2709,0.9628,0.5033,0.7873
"Santa Fe",463,0.00314281835460223,147320,77.2133122721229,3,0.951672862453532,121,17.3333333333333,27.6,81.621654475,7127.6806132,295.91506883,16.889147656,10.663082437,3.9926981556,5.6,435,14.4,7.4,18310,16.122971726,13.280546416,167,1965,0.5597,0.3378,0.4947,0.4823,0.0691,0.4257,0.3152,0.7377,0.1595,0.3025,0.5804,0.9529,0.9179,0.9252,0.6224,0.7698,0.5909,0.7252,0.1519,0.5237
"Santa Rosa",1822,0.0111163310006528,163903,161.997981455512,13,0.892988929889299,106,24.6111111111111,67.5,77.847643427,7192.9009008,361.68339301,16.818103932,7.7261021057,4.2632904056,11.2,286,30.1,7.3,21040,19.456822813,12.514526796,124,5310,0.341,0.2996,0.2824,0.5425,0.2343,0.2837,0.2388,0.2229,0.5103,0.5107,0.4129,0.4941,0.5269,0.4635,0.5349,0.6278,0.5259,0.5699,0.1404,0.7383
"Sarasota",4432,0.01113537063046,398011,716.11749635599,108,0.916349809885932,109,26.2777777777778,74.7,81.888685397,7266.1413877,307.40166979,13.060282648,7.007472658,3.6733268492,9,893,21.4,7.9,48330,17.798257787,16.300588488,319,3013,0.2827,0.1856,0.205,0.5425,0.057,0.1178,0.2283,0.9955,0.0115,0.5419,0.0923,0.6648,0.5167,0.7647,0.3986,0.9653,0.4228,0.2267,0.3986,0.327
"Saratoga",642.5,0.00285645692640789,224929,277.691560937837,5,0.944029850746269,120.5,16.3888888888889,47.7,80.997024954,4949.6424967,260.89925986,11.119186607,6.4025190239,2.8616089983,9,231,25.9,8.9,17700,21.274954731,3.7728248483,153,4272,0.0656,0.0398,0.0287,0.3018,0.0347,0.0548,0.0592,0.3464,0.3289,0.1445,0.3056,0.3862,0.3235,0.4823,0.2346,0.8118,0.3671,0.0812,0.2206,0.4903
"Sauk",293,0.00462750919974099,63317,76.1451487748618,3,0.977011494252874,124,13.3888888888889,46.4,79.148256127,6110.9965277,315.85151698,12.962388441,6.2818336163,3.4820239288,9.8,32,30.9,8.8,5850,25.968900335,7.2854176281,67,4894,0.2582,0.2082,0.2127,0.2254,0.3222,0.2356,0.2888,0.4782,0.5724,0.2662,0.4273,0.4202,0.3152,0.5489,0.4397,0.8497,0.2964,0.4655,0.4734,0.3384
"Sawyer",52,0.00316340187370726,16438,13.0739805592576,0,1,134.5,13.7777777777778,44.6,76.7687646,9721.2306518,405.91737753,15.806629735,5.6387665198,4.0468932147,11.2,5,35.6,7.8,1960,22.449667137,10.710987996,14,2385,0.405,0.44,0.5466,0.6205,0.3948,0.2209,0.6176,0.8943,0.1964,0.483,0.5893,0.3945,0.6116,0.2063,0.3321,0.2385,0.2404,0.7679,0.4187,0.5406
"Schenectady",950.5,0.00613839646097711,154845,756.897489268449,35,0.965648854961832,123.5,16.4722222222222,48.6,78.962433227,6796.9333297,333.69981208,14.694712837,8.465567107,3.4341579609,9.9,425,29.6,8.2,16710,20.127530956,4.8415312603,128,3964,0.3747,0.2932,0.263,0.5813,0.185,0.2837,0.1445,0.3346,0.4091,0.3133,0.3992,0.7077,0.6501,0.6972,0.5747,0.8711,0.0181,0.1866,0.9411,0.6616
"Schoharie",68,0.00214734581741245,31667,50.9264236001528,0,0.98828125,126.5,17.1388888888889,49.25,80.671468602,6061.3445057,305.94155694,14.795112086,6.6139061617,3.5557598049,12,33,36,8.1,3370,19.591900181,5.2225772098,8,3831,0.4941,0.5291,0.398,0.8539,0.3976,0.4091,0.362,0.6151,0.1111,0.5218,0.6024,0.2213,0.2305,0.2884,0.7612,0.589,0.554,0.3181,0.774,0.7899
"Schuyler",13,0.00295723384895359,4396,14.3050103282125,0,1,141,19.1666666666667,58.6,78.369340863,6728.5815743,365.71455073,19.531195807,7.7419354839,4.6905643504,13.6,0,30.9,4.6,660,17.261763164,15.040764689,3,2730,0.5209,0.6979,0.8287,0.3792,0.8727,0.5291,0.9844,0.6686,0.8676,0.6361,0.8392,0.0895,0.0175,0.2547,0.1544,0.3763,0.4667,0.2174,0.4537,0.2133
"Scioto",201.5,0.00260450327017036,77366,126.784717834814,1,1,134.5,18.6388888888889,60.25,72.480292074,13060.487093,603.62654614,23.240111901,8.0980201233,4.8922379546,16.2,78,38.5,6.8,13380,15.674417706,7.0314738954,48,6282,0.7873,0.8233,0.8781,0.767,0.7714,0.6479,0.8036,0.4273,0.425,0.8972,0.6819,0.1646,0.2302,0.1885,0.8765,0.6734,0.631,0.3352,0.8555,0.7975
"Scott",188.5,0.00667818319710121,23734,92.8453989234516,4,0.97068145800317,122,18.6944444444444,55.3,75.170556989,10533.826575,511.60164569,19.211339817,9.262086514,4.2222504315,14.1,29,32.8,8.3,3450,16.700206283,10.980783629,10,5991,0.6418,0.6791,0.7348,0.4823,0.6772,0.7023,0.4301,0.3575,0.7011,0.7233,0.34,0.1439,0.0662,0.3142,0.2203,0.4104,0.6944,0.3021,0.3298,0.3827
"Screven",169.5,0.0120093524160408,14114,21.8787592221801,9,0.98780487804878,119.5,23.9722222222222,67.95,75.411422827,9848.8005383,472.82027802,21.539694607,11.19047619,4.0467156699,12.5,42,29.5,6.4,2640,13.397352381,16.180104329,2,4887,0.8838,0.8644,0.9007,0.7163,0.8376,0.7644,0.767,0.4352,0.5259,0.6008,0.8128,0.5753,0.8545,0.2767,0.8828,0.0678,0.9542,0.7418,0.8848,0.6609
"Scurry",473,0.0273189326556544,17314,19.122107521996,1,1,126,23.2777777777778,53.6,77.201107309,7197.3507818,411.40920043,19.793088498,8.7729697688,3.8195057936,8.4,10,29.6,7.4,2130,19.50207142,18.43571097,9,4122,0.5887,0.3712,0.0672,0.1754,0.5396,0.7781,0.5065,0.1885,0.8666,0.3521,0.6259,0.9077,0.8596,0.8548,0.5979,0.12,0.5259,0.8701,0.263,0.9373
"Sedgwick",3816,0.00750854451114771,508221,509.487885053716,36,0.957854406130268,119,19.7222222222222,54.8,77.508223353,8102.0964407,393.54710221,16.077416112,7.9012926891,3.5736747668,10.6,773,33.6,7.2,70300,16.430294697,11.379945839,446,2686,0.4916,0.3629,0.4575,0.3792,0.327,0.375,0.4626,0.1283,0.8968,0.1713,0.7908,0.8023,0.7087,0.7972,0.4327,0.9105,0.1493,0.5654,0.5193,0.2623
"Seminole",387,0.0124609114821463,442905,1431.12838479517,10,0.938104448742747,113,25.3888888888889,69.4,80.590877859,6064.8264917,291.13870286,16.051029717,7.7917627266,3.9352292129,9.3,1175,26.6,7.8,53240,17.941310128,10.133157964,350,4527,0.1786,0.2493,0.2732,0.66,0.1531,0.0783,0.0519,0.2162,0.3633,0.0907,0.4104,0.8469,0.7746,0.8074,0.1181,0.9519,0.1086,0.2897,0.1404,0.1254
"Seneca",89.5,0.00244034707158351,55711,101.104499335645,2,1,131,17.0555555555556,50.5,77.457354146,7484.0056459,374.63881001,15.559959779,8.353569694,3.947412224,11.8,18,34.2,7.8,7190,17.076482476,6.6171894807,23,4600,0.3652,0.4333,0.4947,0.4957,0.5294,0.2416,0.4858,0.3894,0.4963,0.361,0.7647,0.2674,0.348,0.2598,0.4097,0.5762,0.2018,0.0761,0.6807,0.8249
"Sequatchie",94,0.00639021074099252,14710,55.3317736905321,0,1,124.5,22.1666666666667,61.9,77.079219315,9023.8767488,419.14222466,21.659863033,10.443622921,4.4595584435,12.7,16,37.9,8.6,1670,14.526364571,11.290738671,5,3101,0.7405,0.7364,0.5234,0.7752,0.7081,0.745,0.9344,0.6909,0.4849,0.9379,0.6383,0.3699,0.4737,0.3075,0.538,0.1983,0.8125,0.9102,0.313,0.3728
"Sevier",1608,0.0170092133238838,94537,159.556801519633,5,0.94047619047619,121.5,20.1111111111111,60.95,75.951232144,9616.0447756,448.64687991,19.473471042,8.2023239918,4.3762886075,15.1,85,44.3,8,11160,13.450236149,16.67353032,38,4352,0.5556,0.5721,0.4756,0.4368,0.6167,0.6769,0.5307,0.5435,0.3321,0.6673,0.5132,0.545,0.3317,0.7488,0.4817,0.8707,0.5775,0.7135,0.1404,0.1952
"Shasta",242,0.0013502354542817,179228,47.4729045251921,7,0.962546816479401,123,22.6111111111111,44.6,76.214676453,9014.3139037,441.13108556,14.385074617,6.3136738513,3.9214284192,11,190,23.8,6.9,28440,19.263739051,7.0985887624,130,3393,0.6807,0.5396,0.617,0.737,0.4406,0.2999,0.6928,0.6909,0.3747,0.7297,0.4702,0.6071,0.56,0.6256,0.752,0.7017,0.5202,0.7192,0.6154,0.4425
"Shawano",163,0.00393872027836845,41384,46.3323048057468,0,1,132,15.7222222222222,47.4,78.320045261,6998.9040744,347.35271567,14.131532422,6.2602965404,3.5341978245,12.4,16,36.2,8.7,3750,23.278961808,7.9348644578,26,3079,0.1878,0.2346,0.2321,0.1955,0.4225,0.2553,0.2677,0.7529,0.3973,0.2203,0.3394,0.3556,0.4301,0.3282,0.2206,0.618,0.3085,0.306,0.2939,0.4059
"Shawnee",1379,0.0077225915202697,178567,328.25580545167,19,0.980392156862745,122,19.3888888888889,54.5,76.905978289,8838.9475498,414.20706528,16.945500307,7.2551007477,3.561661918,11.3,228,36.7,7.4,23680,17.325390228,8.917436811,130,4214,0.5486,0.2872,0.4212,0.3792,0.2763,0.2209,0.6004,0.3684,0.7469,0.4107,0.6122,0.696,0.6441,0.6845,0.7622,0.9201,0.0968,0.6113,0.774,0.624
"Sheboygan",446,0.00386921028203593,115269,225.453286200464,5,0.955056179775281,121,14.1666666666667,46.3,79.628431016,5895.1041815,285.28847149,12.118250305,6.4789377289,3.1722051056,7.4,68,29.1,9,9470,27.279500762,6.0819896088,71,2874,0.226,0.1515,0.0961,0.2588,0.2636,0.1847,0.121,0.3999,0.5396,0.1047,0.348,0.5772,0.4734,0.6628,0.4562,0.8577,0.0888,0.3502,0.5339,0.6291
"Shelby",554,0.012137716397588,48949,120.068343569623,19,0.965245901639344,121,20.5555555555556,59,76.148581331,9407.7754482,421.04423438,17.95496341,7.2837632777,3.9793228093,12,39,35,8.1,5570,16.603397324,8.5369532428,19,5125,0.3607,0.4416,0.2932,0.6205,0.3114,0.4664,0.5298,0.2401,0.8548,0.2267,0.7109,0.6839,0.5874,0.7224,0.3483,0.6399,0.2114,0.5091,0.5339,0.3289
"Shenandoah",665,0.0155167183890613,42857,84.3204780725395,40,0.980392156862745,122,16.3333333333333,53.3,79.47203828,6209.7350538,325.19923098,14.440925801,7.4658573596,3.3939511705,15.6,27,33.1,8.9,3530,17.914832081,12.210713229,21,5688,0.3158,0.3187,0.1812,0.3158,0.34,0.5798,0.3241,0.7676,0.2346,0.4308,0.362,0.602,0.3932,0.7838,0.2464,0.7081,0.2018,0.5291,0.3814,0.184
"Sherburne",595,0.00652498135719612,91188,210.637089523614,6,0.98443579766537,124,14.9444444444444,45.9,80.895894162,4518.5086218,243.37498515,10.814427139,5.7951965587,2.6857923124,8.7,42,30.2,8.9,6380,24.603910744,3.7841888348,38,7006,0.1044,0.0264,0.0427,0.1573,0.1175,0.0376,0.2547,0.0283,0.9274,0.0242,0.7103,0.3231,0.2862,0.4228,0.2671,0.8504,0.0369,0.5145,0.0786,0.5747
"Shiawassee",318,0.00462209302325581,68800,129.620894724574,28,1,128.5,15.0833333333333,49.3,77.560350505,7268.7415383,365.84223785,15.167962747,7.476448186,4.2005744753,12.1,40,38.1,7.8,8000,19.697451029,5.703374106,32,4251,0.2442,0.4696,0.4043,0.7453,0.5275,0.192,0.3556,0.4091,0.4578,0.5218,0.4508,0.0977,0.1827,0.0993,0.2152,0.7001,0.2652,0.1996,0.5645,0.1796
"Shoshone",211,0.0168114094494463,12551,4.75849680895968,17,1,175,11,33.2,75.228380595,9640.4108343,488.15222028,15.473830741,7.3818897638,4.0029915498,9.6,5,35.4,7.3,2000,15.742390117,13.595293129,6,2311,0.6479,0.7463,0.6422,0.8742,0.6902,0.5798,0.5549,0.8383,0.1875,0.9303,0.1277,0.1522,0.29,0.1035,0.7972,0.6613,0.5202,0.7116,0.6587,0.5438
"Sierra",34,0.00297150847753889,11442,2.7366599705908,1,1,145.5,24.6388888888889,34.6,72.243965467,13859.308329,655.90161796,20.083415403,8.606557377,4.4888187161,14.2,8,26.7,5.3,2140,13.639172153,9.7779675491,4,3203,0.8949,0.8523,0.8287,0.8475,0.7889,0.7084,0.7829,0.9971,0.0188,0.9564,0.4308,0.7424,0.7389,0.6603,0.8284,0.5256,0.9927,0.362,0.7284,0.5466
"Silver Bow",34,0.000983796296296296,34560,48.1349450076061,0,0.943820224719101,118,9.05555555555555,29.7,76.646058352,8685.821896,435.54336878,15.901433785,9.0942698706,4.0620226107,7.9,21,25.2,7.8,4670,20.873485727,9.5585286719,25,3454,0.4791,0.4769,0.7259,0.5256,0.4011,0.2416,0.3983,0.4782,0.1901,0.689,0.5457,0.2588,0.3273,0.2642,0.7466,0.83,0.3403,0.2343,0.93,0.6488
"Simpson",642,0.0235345870449797,27279,46.3011253142598,15,0.94980694980695,116,22.9444444444444,64.3,74.99302852,10359.757874,518.86045409,25.074684893,11.562782294,4.8445820654,22.4,46,44.1,6.5,5240,13.162638779,15.423364015,11,7549,0.9309,0.9319,0.9405,0.8854,0.9023,0.7892,0.893,0.3346,0.8367,0.7068,0.7514,0.5912,0.7937,0.3664,0.852,0.1111,0.887,0.9249,0.6934,0.5998
"Siskiyou",61,0.00139690391133095,43668,6.95485316559441,0,1,129,17.0555555555556,38.2,76.571909406,9455.1533337,438.50270573,15.879866179,8.1004709576,4.0536347332,13.4,56,31.8,6.6,7340,18.486669363,8.6399950646,33,3256,0.8138,0.7256,0.8262,0.9258,0.5581,0.4021,0.7577,0.8819,0.2206,0.8418,0.411,0.709,0.6059,0.7428,0.7377,0.5657,0.5775,0.7787,0.7587,0.2875
"Smith",435,0.0145008365867262,19176,61.0130335763017,11,0.951219512195122,117,22.2222222222222,63.7,76.209512739,10377.19482,474.07534019,19.044998124,10.173323286,4.3784349703,13.6,18,34.4,7.2,2460,14.889607889,15.712855272,8,7308,0.7144,0.5371,0.5855,0.1678,0.5922,0.7135,0.5205,0.3034,0.7364,0.7504,0.546,0.3305,0.646,0.1203,0.5753,0.1445,0.7771,0.7991,0.3473,0.2407
"Smyth",116,0.00368102053120934,31513,69.8844380349147,3,1,124.5,17.2222222222222,57.45,74.254508889,11052.44559,552.44202661,17.646700682,9.7608589556,4.0949907928,15.5,32,31.4,7.9,3750,16.535407617,10.700249334,19,5522,0.6527,0.6902,0.6291,0.5699,0.6648,0.7176,0.7287,0.7529,0.1996,0.8707,0.4887,0.2474,0.191,0.3785,0.7189,0.5536,0.8039,0.1974,0.8195,0.5549
"Snohomish",3903,0.00514467164657173,758649,363.586159263388,167,0.80564263322884,97,12.1666666666667,46.9,80.374691011,5374.9730492,277.12961805,14.403971122,6.0470009483,3.7008022462,8.2,1017,28.9,8.4,79670,18.96049198,6.2076401725,421,2918,0.2961,0.1394,0.1143,0.4094,0.0723,0.1687,0.107,0.0933,0.5912,0.185,0.4766,0.8249,0.6784,0.8631,0.5384,0.9472,0.2404,0.7705,0.3473,0.3021
"Socorro",67.5,0.00389632879242669,17324,2.60660030847325,5,0.951492537313433,120.5,20.9444444444444,30.15,76.199035343,10862.128918,470.94387029,23.595288827,8.9031339031,4.8609441753,16.5,17,33.5,5.7,2800,15.469570898,12.311097542,7,2517,0.9863,0.7927,0.8446,0.3531,0.9481,0.8169,0.9707,0.4352,0.8854,0.9796,0.6119,0.9592,0.9507,0.9124,0.9777,0.5931,0.9621,0.7243,0.8071,0.6797
"Solano",2152,0.0050093576290282,429596,522.767979288268,29.5,0.914285714285714,115.5,19.6944444444444,48.1,80.049764319,6149.0383397,304.99817653,15.021336128,6.8052825383,3.4894589757,10.2,1211,30.3,8,54670,19.786978417,5.6540730841,361,3456,0.6511,0.4394,0.3066,0.8475,0.1465,0.482,0.3174,0.1684,0.561,0.1971,0.8577,0.9557,0.9357,0.916,0.7313,0.8583,0.113,0.9109,0.4734,0.6004
"Somerset",425,0.00599653447033857,331686,1098.79869305474,17,0.98252427184466,124,13.7222222222222,46.6,82.510982071,4492.0224287,218.36211701,12.169988251,7.7878350606,2.7586720414,7.3,597,22.2,9.3,20750,15.969094135,5.6926429751,389,3398,0.1149,0.028,0.0102,0.3018,0.0041,0.0522,0.0382,0.2022,0.6027,0.0166,0.1407,0.8927,0.822,0.8656,0.2041,0.9093,0.0032,0.3037,0.3814,0.284
"Somervell",125,0.0144125446788885,8673,46.51324641902,4,1,156.5,25.4444444444444,62.8,77.315324023,8676.1150867,362.95921287,17.871938715,7.003257329,3.9036980275,7.7,6,29.1,7.5,1480,18.380190678,19.729503625,6,2754,0.6641,0.4384,0.6227,0.1067,0.3356,0.7135,0.7202,0.6049,0.6606,0.1614,0.8742,0.7915,0.5871,0.9004,0.6921,0.2939,0.8309,0.9659,0.0497,0.7418
"Sonoma",1886,0.00378885281733149,497776,315.877537662908,16,0.921146953405018,117,16.2777777777778,49.6,81.989758942,4779.2582374,243.3429709,14.139892629,5.7694547996,3.4436923956,7.2,1430,22.4,8.5,50100,21.610468886,7.5824442529,515,2710,0.4285,0.2875,0.219,0.5256,0.0528,0.5002,0.0949,0.4352,0.2633,0.185,0.4311,0.8956,0.7619,0.9306,0.6307,0.8621,0.219,0.9325,0.313,0.4489
"Southampton",231.5,0.0126564977311246,18291,30.529849150931,12,0.984251968503937,122.5,19.6388888888889,60.95,77.933923408,7694.6844367,380.35973824,16.459352761,9.5132743363,3.6632653638,17,42,44.9,7.1,2330,15.670084869,11.035072712,4,5552,0.5756,0.5205,0.4362,0.3531,0.5189,0.7176,0.6864,0.5435,0.1764,0.581,0.957,0.4142,0.8032,0.0497,0.6495,0.0624,0.6377,0.4276,0.774,0.9026
"Spalding",796.5,0.0124441458613255,64006,326.756832741786,38,0.944444444444444,116.5,20.9444444444444,64,73.853123486,11618.242482,554.74197819,21.02132195,13.436554547,4.0356361075,15.5,181,39.3,6.8,11220,13.962437045,15.686050931,30,5920,0.8997,0.9058,0.8711,0.8606,0.8303,0.8281,0.8698,0.3894,0.7647,0.6103,0.8099,0.6507,0.8112,0.4511,0.731,0.5616,0.3779,0.6676,0.8424,0.5065
"Spencer",114,0.00548683640564085,20777,52.3623094716518,3,1,130.5,19.8333333333333,58.75,78.683860892,7132.7316191,345.16804032,17.37270344,5.2416609939,3.8390237571,7.9,5,35.4,8.8,2080,17.579469801,8.4924012158,8,4037,0.1175,0.2614,0.1429,0.3422,0.3785,0.3438,0.155,0.5524,0.5279,0.3521,0.0497,0.1952,0.1321,0.3394,0.1649,0.3566,0.5387,0.348,0.1907,0.3324
"Spokane",2356,0.00484914347578207,485859,275.440064119114,44,0.901754385964912,114,12.7777777777778,37.7,78.498307053,6745.7921214,347.13749813,13.011773362,7.1585955837,3.79960052,9.4,558,28,7.7,69230,18.205300877,6.0024980151,455,2820,0.4903,0.3333,0.4947,0.5552,0.3133,0.0926,0.2983,0.2467,0.4903,0.4639,0.5571,0.5823,0.4728,0.6734,0.7854,0.9478,0.2499,0.4397,0.7284,0.7058
"Spotsylvania",1212,0.00938218468660252,129181,321.75065674747,33,0.939393939393939,115.5,18.5,59.25,79.301879721,6820.7434687,328.09773392,14.499582599,7.2444899098,3.2622244149,11.3,144,32.4,8.9,10010,21.05155041,9.5402940304,83,6469,0.1732,0.1589,0.079,0.3298,0.0917,0.3292,0.212,0.0933,0.8691,0.1404,0.5078,0.7421,0.6991,0.6998,0.1,0.7937,0.2404,0.3935,0.1076,0.0309
"St. Charles",1484,0.0137740001517796,52708,189.787163125301,58,0.945179584120983,117,23.3888888888889,63.9,77.81472246,7418.7092681,357.10839478,18.542104148,9.6981802042,4.0117593455,10.9,123,37.3,7,5790,21.256232507,7.3779193206,18,4636,0.4002,0.4206,0.3002,0.6813,0.2404,0.5002,0.497,0.0675,0.8443,0.1713,0.9408,0.6864,0.7443,0.5699,0.2063,0.3346,0.4667,0.5447,0.3298,0.2098
"St. Clair",3240,0.0122002191520848,265569,403.736094756425,152,0.973282442748092,123.5,19.5,58.3,76.474465906,9331.410027,427.56982782,17.55936737,9.8364910459,4.0280365542,9.8,688,37.1,6.7,41100,20.290930522,6.1790247161,156,6162,0.5435,0.4613,0.6227,0.6937,0.269,0.2639,0.5422,0.1818,0.7182,0.2595,0.9089,0.6218,0.7867,0.4234,0.5486,0.7558,0.2709,0.3855,0.872,0.3422
